空腹,脉率,体位,腰穿,医学题
疼痛,精神外科,妇幼保健科,特色医疗科,医学题
属于,骶骨,皮疹,复诊,其它
排便,急诊,缝合术,结肠,其它
大便,尿量,触诊,培养,医学题
便秘,比例,包括,卒中,其它
蔬菜,内毒素,光滑,导泻,其它
大便,尿铜,甲功,血钙,医学题
症状,血糖,牙片,水银,医学题
饮食,急诊,股骨头坏死,沟通,其它
测量,原虫,视野,强弱,医学题
腹部,血液,口腔,乳房,医学题
形成,浊度,药敏,尿镉,医学题
功能,显微外科,心血管内科),组织免疫科,医学题
饮食,衰弱,周期,报告,其它
观察,尿砷,尿酸,脉搏,医学题
顺畅,充满,臂,拖延,其它
检查,伪影,智商,体位,医学题
腹痛,行为,家属,腹腔,其它
症状,烟碱,内镜,腹穿,医学题
发热,鼓膜,终身,辐射,其它
腹泻,病理,反复,承受,其它
油腻,气色,受体,黏膜,其它
规律,昏迷,形态,浅,其它
检查,内镜,b超,肛查,医学题
接触,水银,血钙,原虫,医学题
症状,烟碱,ET,婚检,医学题
发热,艾滋病,摸,晒,其它
腹泻,知觉,集中,手续,其它
食物,药敏,刮片,尿锰,医学题
持续,喘息,鼻涕,检验,其它
辛辣,过期产儿,反射,食管,其它
劳累,彻底,罕见,前置,其它
好转,酶,真菌,区域,其它
片,LH,视诊,水银,医学题
腹泻,大便,颈部,寿命,其它
症状,尿检,B型,眼位,医学题
规律,耳聋,解剖,湿润,其它
刺激,尿镁,脉搏,B型,医学题
饮食,着凉,耵聍,母乳,其它
打嗝,导致,退休,呼吸,其它
气味,方向,尿色,血糖,医学题
膈,臀部,神经,头颈部,医学题
反酸,流泪,缺陷,昏迷,其它
大便,垂体,脉搏,腰穿,医学题
大便,胎势,强弱,尿锌,医学题
腹泻,肩胛骨,升,踝关节,其它
胆汁,穿刺,胎势,体温,医学题
恶心,合理,保险,结合,其它
腹泻,急性会厌炎,犹豫,掌握,其它
发热,尿糖,气色,认知,其它
腹痛,酒精,尿路感染,指标,其它
食物,尿素,涂片,脉率,医学题
饮食,急性会厌炎,伴随,创伤,其它
避免,手指,集中,股四头肌,其它
适当,面容,虫/蛀牙,紧急,其它
腹痛,精子,下降,登记,其它
导致,疼痛,混合性病变（肿物）,初产妇,其它
缓解,劝,嗳气,没劲,其它
胆汁,穿刺,骨穿,肠镜,医学题
食物,内镜,x线,涂片,医学题
吞咽,发砷,痰检,肝功,医学题
腹痛,骨关节炎,人工,虫/蛀牙,其它
饮食,糖尿病,面容,预期,其它
检查,尿色,Ct,毛发,医学题
腹部,男性股沟,盆腔,膈肌,医学题
胆囊,尿硒,尿氯,触诊,医学题
饮食,失眠,遗传,盲肠,其它
特殊,水银,照片,尿检,医学题
腹痛,恢复,肛门,恒牙,其它
症状,b超,尿钠,尿酸,医学题
检查,X片,b超,Ct,医学题
明显,分布,四肢,骨骼肌,其它
腹痛,单位,肠系膜,单位,其它
腹部,心理,口,心理,医学题
位置,浊度,T3,水银,医学题
症状,性腺,LH,身高,医学题
反酸,白细胞,白化病,显示,其它
表现,尿钠,乳突,X光,医学题
检查,尿I,痛觉,尿镁,医学题
片,脉律,肛诊,尿铅,医学题
饮食,分析,禁食,气色,其它
着凉,应用,怀孕,监护,其它
伴有,扭伤,颈椎,会诊,其它
病史,血锑,肛诊,B型,医学题
大便,VC,彩超,鼓膜,医学题
表面,血锑,叩诊,尿钾,医学题
怀孕,嗓子,血型,真菌,其它
小便,检验,智商,尿素,医学题
病史,LH,脉律,鼓膜,医学题
饮食,尿液,胸口,白癜风,其它
打嗝,混合性病变（肿物）,自发性,良好,其它
大便,刮片,痛觉,骨穿,医学题
反酸,转移,苍白,综合征,其它
粉末,头围,液体,拍,其它
饥饿,脊髓灰质炎,推测,预防,其它
表现,离子,刮片,核磁,医学题
恶心,清醒,十二指肠,恶心,其它
化验,牙片,视力,核磁,医学题
检查,检验,肝功,LH,医学题
缓解,不足,安慰,移动,其它
食管,生殖部位,盆腔,小腿,医学题
反酸,搭配,白化病,门诊,其它
升,龛影,肺片,T4,医学题
口臭,青紫,消除,类风湿性关节炎,其它
大便,脉律,血钙,b超,医学题
化验,钡餐,脉率,腰穿,医学题
试验,检验,牙片,血型,医学题
内脏,膝盖,定期,维持,其它
大便,肛查,心功,视野,医学题
干燥,确诊,终止,体重,其它
药物,血管病科,变态反应科,耳鼻咽喉科,医学题
胸口,十二指肠,早期,干预,其它
就诊,生殖健康,肛肠科,泌尿外科,医学题
感染,小儿血液科,小儿康复科,生殖医学科,医学题
症状,Ct,心功,T3,医学题
便秘,腹泻,膀胱,臂,其它
改善,拍,自觉,单位,其它
全身,骨骼,口腔,胸腔,医学题
恶心,嗜睡,延期,喘气,其它
类似,广泛,内部,体积,其它
症状,痰检,尿铜,眼位,医学题
肾,血液,头颈部,腹部,医学题
骨折,代替,延期,病程,其它
治疗,骨穿,血夺,造影,医学题
打嗝,青春期,遍布,便秘,其它
饮食,升,回肠,绷带,其它
大便,尿检,药敏,身高,医学题
控制,尿I,浊度,ET,医学题
怀孕,手指,因素,扁桃体炎,其它
哺乳,犹豫,清除,复查,其它
反酸,导泻,全身,头部,其它
饮食,恐惧,心脏,单位,其它
明显,插,辅助,平衡,其它
胃口,偏,气味,采集,其它
病史,诊刮,彩超,X片,医学题
饮食,物品,耳鸣,化验,其它
药物,老年病科,骨质疏松科,心脏外科,医学题
大便,肺片,彩超,造影,医学题
便秘,冻伤,青春期,后代,其它
腰,输精管,腰部,肠系膜,医学题
结石,骨穿,血脂,尿硒,医学题
肝,骨科,呼吸系统,创伤骨科,医学题
打嗝,综合征,青霉素,膀胱,其它
大便,烟碱,尿氯,便检,医学题
饮食,必要,方案,青光眼,其它
治疗,性腺,叩诊,视力,医学题
根治,受伤,放射,生命体征,其它
大便,内镜,暂无,视野,医学题
持续,幅度,堵塞,消除,其它
治疗,钼靶,尿锰,x线,医学题
饮食,妊娠,安慰,佝偻病,其它
反应,儿科学,胃肠外科,心血管外科,医学题
细菌,胃饮,肾风,狐疝,医学题
表现,龛影,发砷,甲功,医学题
大便,B型,检验,尿量,医学题
部位,精神,精神,神经,医学题
部位,食管,男性股沟,口腔,医学题
膀胱,体温,b超,牙片,医学题
好转,调整,新生儿,处理,其它
小便,尿钠,尿氯,身高,医学题
食物,脉律,涂片,鼓膜,医学题
恶心,打喷嚏,急症手术,位于,其它
药物,小儿心脏外科,心脑血管,小儿血液科,医学题
饮食,原则,脾,盲肠,其它
检查,尿锌,照片,眼位,医学题
作息,容积,气色,碘剂,其它
辛辣,油腻,憋,戒,其它
食物,肾功,听诊,b超,医学题
胰腺炎,表面,修复,扭转,其它
明显,恒牙,平衡,顺畅,其它
大便,鼓膜,氯等,脉律,医学题
持续,良好,积水,白癜风,其它
明显,事故,臂,平片,其它
症状,离子,痛觉,尿镉,医学题
导致,避孕,癣,疏忽,其它
药物,麻醉医学科,血管病科,小儿消化科,医学题
平常,多发性,拍,创伤,其它
食物,X片,骨穿,尿氯,医学题
腹泻,家族史,途径,癫痫,其它
清淡,骨骼肌,衰老,升高,其它
药物,小儿科,脑外科,神经内科,医学题
治疗,尿硒,尿色,体位,医学题
确诊,检验,肝功,内镜,医学题
感染,脊柱微创外科,艾滋病科,眼科综合,医学题
腹痛,折磨,踝关节,扩散,其它
位于,尿钾,VC,强弱,医学题
腹泻,知觉,性质,候诊区,其它
持续,挽救,恢复,伤害,其它
打嗝,排便,抗生素,偏,其它
大便,尿钾,浊度,视诊,医学题
胃口,反酸,酒精,核磁共振（MRI）,其它
下降,临产,结核病,梅毒,其它
消化,妇幼保健科,脊柱微创外科,风湿免疫科,医学题
饮食,对症治疗,消极,结核病,其它
反酸,治疗,区域,补液,其它
恶心,病史,吞咽,疾病,其它
大便,性腺,B型,耳镜,医学题
熬夜,阴性,寄生虫,及早,其它
初步,性质,体重,清除,其它
检查,胸片,抗O,方向,医学题
打嗝,精神,繁殖,炭疽,其它
尽量,细菌,肾,确定,其它
空腹,粪钙,血型,尿量,医学题
导致,记忆力,自主,肌肉,其它
位置,鼓膜,氯等,B型,医学题
疼痛,口腔科学,泌尿外科或整形外科,血管病科,医学题
反酸,适当,数值,迟钝,其它
恶心,嘴唇,检查,脾,其它
部位,食管,其他骨,脊柱,医学题
饮食,肺气肿,尺骨,近视,其它
辛辣,生理,手指,鼓膜,其它
反酸,头围,探头,以及,其它
打嗝,肩膀,属于,浸润,其它
检查,X光,肾功,骨穿,医学题
修复,血管病科,中医儿科,呼吸内科或老年科,医学题
大便,心脏,眼位,叩诊,医学题
补充,面部,控制,结石,其它
腹痛,后遗症,干预,食物,其它
大便,体位,x线,触觉,医学题
腹部,膈肌,咽喉,纵膈,医学题
症状,腹穿,触诊,婚检,医学题
必要,病毒,尿镉,气味,医学题
缓解,疲劳,蔬菜,动脉,其它
饥饿,细菌,梅毒,烫,其它
连续,生化,补体,鼓膜,医学题
恶心,推测,镇定,皮炎,其它
空腹,体重,查体,胸片,医学题
大便,肛诊,强弱,鼻镜,医学题
感染,胸心外科,牙体牙髓科,心血管内科),医学题
治疗,体温,肝功,听诊,医学题
方案,顺畅,功能,垂体,其它
片,血锑,中耳,肠镜,医学题
打嗝,淋病,后代,迟钝,其它
腹痛,B型超声（B超）,冻僵,沉默,其它
大便,粪钾,检验,补体,医学题
阳性,病毒,脉率,检验,医学题
食物,心脏,粪钙,眼位,医学题
导致,卒中,晒,遵循,其它
复查,状态,解剖,保健,其它
胆囊,离子,尿色,心脏,医学题
因素,尿砷,便检,体位,医学题
反酸,尿路感染,过敏,采取,其它
缓解,尽量,平衡,抗原,其它
排便,受伤,疟疾,临床,其它
饮食,饥饿,疣,冻伤,其它
位置,便检,抗原,b超,医学题
大便,脉搏,烟碱,触觉,医学题
功能,万女氏科,麻醉科,肝胆胰外科,医学题
症状,体重,发砷,暂无,医学题
大便,尿检,色诊,触诊,医学题
肛门,诊刮,伪影,造影,医学题
属于,状况,鼓室,初步,其它
干燥,听诊,复查,保健,其它
连续,肛诊,涂片,鼻镜,医学题
熬夜,弱,固定,关节,其它
基本,表现,臂,单纯,其它
怀孕,流感,疾病,接种,其它
好转,知觉,内脏,消化,其它
嘴唇,食物,表现,终身,其它
便秘,嗜睡,踝关节,抗生素,其它
促进,瘫痪,青霉素,血型,其它
适当,平常,空肠,等候,其它
荤,臭,监测,急腹症,其它
饮食,破裂,补体,荨麻疹,其它
症状,补体,肾功,腹穿,医学题
缓解,忽视,萎缩,急剧,其它
胆囊,肝功,尿锰,尿检,医学题
光滑,随意,消除,过度,其它
症状,伪影,肾功,血氨,医学题
消化,肾病科,辅助生殖科,性病科,医学题
腹痛,步骤,灵活,近亲,其它
恶心,发绀,碘剂,尾骨,其它
处理,解剖,喘息,避孕,其它
饮食,烦躁不安,诊断,不良,其它
腹部,头部,腰部,阳具,医学题
促进,检验,光滑,畸形,其它
症状,Ｘ线,尿锰,透光,医学题
单纯,视野,诊刮,体温,医学题
阳性,触觉,血型,体温,医学题
胆囊,核磁,胎势,肾功,医学题
位置,肾功,视力,查体,医学题
腹部,足部,胸腔,气管,医学题
症状,气味,血型,粪钾,医学题
打嗝,浅,位置,发抖,其它
持续,胆汁,尽快,生长,其它
规律,形态,胎儿,酶,其它
辛辣,症状,不孕,基因,其它
大便,耳镜,VC,Ct,医学题
检查,血脂,Ct,肠镜,医学题
反复,变质,数值,发作,其它
彻底,监测,膈,全面,其它
消化,小儿心脏外科,中医精神科,核医学科,医学题
食物,腹透,体重,毛发,医学题
熬夜,发炎,血型,办理,其它
大便,诊刮,刮片,粪钾,医学题
腹泻,弱,活检,手足口病,其它
食物,牙片,排泄物检验,胸片,医学题
持续,尿路梗阻,食管,发热,其它
反酸,闭经,寄生虫,冠心病,其它
检查,x线,痛觉,Ｘ线,医学题
反酸,附件,伸,股骨,其它
食管,骨髓,下肢,下肢骨,医学题
刺激,血脂,钼靶,视诊,医学题
排便,等候,阑尾,大便,其它
检查,视力,尿色,血锑,医学题
药物,急诊科,口腔修复科,耳鼻喉科或皮肤科,医学题
导致,白内障,晕厥,主诉,其它
饮食,防治,参与,黏膜,其它
检查,鼓膜,胸片,氯等,医学题
恶心,骨膜,清淡,胆固醇,其它
腹泻,趴,位置,清醒,其它
食物,血锑,视野,水银,医学题
排除,病毒,胸片,尿氯,医学题
荤,联合,蚊虫叮咬,白沫,其它
忍受,胎儿,发绀,耽误,其它
损伤,胎监,尿铜,耳镜,医学题
明显,趴,大便,复诊,其它
部位,上肢骨,前臂,上肢骨,医学题
腹部,小腿,肾上腺,胸部,医学题
受伤,体格,鼓膜,受体,其它
腹部,全身,盆骨,血液,医学题
饮食,事故,近亲,根除,其它
清淡,赶紧,既往史,收缩,其它
检查,尿检,凝血,原虫,医学题
大便,凝血,尿砷,色诊,医学题
反复,就诊,摔倒,口腔,其它
结肠,水银,中耳,龛影,医学题
检查,眼压,刮片,血锑,医学题
恶心,清除,消失,尽量,其它
属于,形成,宠物,垂体,其它
呼吸,副黏液病毒科,遗传咨询科,中医综合,医学题
诊断,正畸科,颅脑外科,放疗科,医学题
排便,没劲,膀胱,荤,其它
乏力,检验,聋哑,消瘦,其它
发热,脉压,蒂,操作,其它
大便,离子,X光,中耳,医学题
确定,指导,残疾,胰腺炎,其它
症状,尿色,心脏,腹穿,医学题
尿频,发育,便血,闭经,其它
大便,抗O,气味,血氨,医学题
检查,培养,体位,肛诊,医学题
大便,听诊,中耳,心脏,医学题
饮食,指标,胆囊,肝硬化,其它
腹泻,检验,浓度,颤抖,其它
补液,分化,前置,分裂,其它
症状,肛查,ET,尿氯,医学题
着凉,结肠,病理,后遗症,其它
辛辣,转移,遗传,折磨,其它
油腻,瘫痪,事故,梅毒,其它
症状,Ct,核磁,触诊,医学题
精神,下肢,生殖,膈肌,医学题
检查,查体,伪影,痛觉,医学题
心脏,过敏科,生殖健康,产科,医学题
导致,牙齿,部位,掌握,其它
治疗,内镜,肝功,肾功,医学题
打嗝,生理,处女膜,脖子,其它
嗳气,过度,急促,干活儿,其它
发作,避孕,股骨,承受,其它
好转,掌握,上肢,骨髓,其它
大便,尿硒,尿I,尿镁,医学题
症状,血夺,方向,鼓膜,医学题
腹部,颅骨,肌肉,脊柱,医学题
食物,视诊,尿铜,肾功,医学题
规律,反而,晒,脉搏,其它
排除,凝血,心功,抗原,医学题
反应,针灸按摩科,中医外科,生殖健康,医学题
平常,劳累,形成,专家,其它
规律,解剖,核磁共振（MRI）,监测,其它
疾病,血锑,暂无,诊刮,医学题
腹泻,消化道,候诊区,臀部,其它
排除,x线,毛发,LH,医学题
根治,抗原,干预,饥饿,其它
不良,B型,叩诊,核磁,医学题
着凉,循环,因素,个别,其它
腹泻,生长,白沫,罕见,其它
打嗝,初步,成熟,耻骨联合,其它
规律,功能,典型,过度,其它
肛门,穿刺,耳镜,胎监,医学题
便秘,胸口,过期妊娠,血型,其它
顺畅,循环,临床,关节,其它
症状,血夺,排泄物检验,烟碱,医学题
发热,蒂,形成,疟疾,其它
明显,产程,挂号,类似,其它
胸口,排除,黑粪,忽视,其它
改善,籍贯,作息,肩部,其它
大便,垂体,毛发,婚检,医学题
排便,含量,黏膜,修复,其它
腹痛,情绪,意外,指征,其它
饮食,创伤,记录,牙齿,其它
油腻,青春期,会阴,请示,其它
反酸,初产妇,折磨,滴,其它
药物,急诊科,输血科,麻醉科,医学题
成人,骨膜,面积,虫/蛀牙,其它
治疗,粪钙,腹穿,肠镜,医学题
感染,中医外科,内科,骨质疏松科,医学题
刺激,生化,视诊,Ｘ线,医学题
疾病,血糖,尿钠,便检,医学题
症状,凝血,色诊,痛觉,医学题
胰腺炎,病历,癌症,迅速,其它
排便,胸口,阿司匹林,血型,其它
消瘦,僵硬,器官,指征,其它
检查,毛发,脉率,腹穿,医学题
症状,色诊,眼位,粪钾,医学题
腹泻,干预,结石,敷,其它
症状,Ct,钡餐,乳突,医学题
恢复,咀嚼,回肠,镇定,其它
反酸,摔倒,热量,镇定,其它
恶心,拍,堵塞,模糊,其它
腹痛,头部,强烈,包括,其它
大便,尿硒,眼位,智商,医学题
不足,途径,循环,内部,其它
便秘,物品,热量,搭配,其它
治疗,T4,中耳,透光,医学题
位置,尿铅,鼻镜,钡餐,医学题
嗳气,监测,周期,肩膀,其它
反酸,片,生长,妊娠,其它
检查,尿镁,补体,触诊,医学题
检查,尿锌,乳突,发砷,医学题
缓解,剧烈,项,隐患,其它
敏感,视野,凝血,血钙,医学题
频繁,过期妊娠,暂停,体重,其它
保养,挽救,干咳,弱,其它
良好,肝硬化,肺活量,指导,其它
油腻,耻骨联合,救护车,蚊虫叮咬,其它
检查,血锑,尿酸,肝功,医学题
恶心,表现,消化,焦虑,其它
腹泻,反复,骨盆,防治,其它
就诊,神经科,职业病科,炮弹病毒科,医学题
治疗,血氨,智商,腹穿,医学题
饮食,肋,青光眼,缩短,其它
症状,原虫,涂片,喉镜,医学题
部位,四肢,全腹,盆腔,医学题
检查,脉律,血氨,胸片,医学题
结肠,心脏,心功,刮片,医学题
活检,Ct,肛查,肛诊,医学题
大便,体重,视野,体位,医学题
化验,强弱,垂体,龛影,医学题
疾病,牙片,尿镁,涂片,医学题
检查,彩超,彩超,鼓膜,医学题
疼痛,心理咨询科,骨科学,心脏外科,医学题
规律,尿糖,面积,素食,其它
伴随,炭疽,临产,高原病,其它
饮食,采集,扁平苔藓,打嗝,其它
明显,治疗,区域,腰,其它
检查,尿硒,胎势,色诊,医学题
便秘,破裂,沉默,终止,其它
保持,喘气,单位,适当,其它
饮食,发病机制,代替,引发,其它
规律,内部,不详,鼻涕,其它
恶心,结膜,补充,继发性,其它
腹部,眼,下腹,盆腔,医学题
排便,流泪,佝偻病,便秘,其它
适当,卒中,随意,妊娠,其它
嗳气,配偶,败血症,皮疹,其它
按摩,内科,小儿风湿免疫科,心电图科,医学题
反酸,定期,自主,哮喘,其它
检查,粪钙,尿锌,补体,医学题
胸口,荤,后果,发抖,其它
反应,肾病科,精神外科,口腔急诊科,医学题
恶心,遵循,肛门,移动,其它
连续,强弱,血型,脉率,医学题
恶心,成分,根除,迟钝,其它
打嗝,遵循,发热,烦躁不安,其它
排便,程度,年纪,肝硬化,其它
饮食,收缩,胆石病,调整,其它
症状,痰检,烟碱,听诊,医学题
明显,垂体,臭,气味,其它
反酸,喘气,睡眠,动脉,其它
情绪,接触,近亲,防御,其它
避免,下肢,尿毒症,结肠,其它
饮食,不详,扁桃体炎,虫/蛀牙,其它
食物,甲功,鼓膜,内镜,医学题
便秘,配合,表现,肺门,其它
特殊,刮片,强弱,培养,医学题
寄生虫,透光,粪钙,脉搏,医学题
持续,筛选,迅速,股四头肌,其它
饮食,拖延,坐高,隔离,其它
油腻,灵活,刺激,疣,其它
食物,尿素,B型,照片,医学题
持续,充满,肩胛骨,尺骨,其它
恶心,发热,犹豫,苍白,其它
发热,发热,主诉,防止,其它
抗生素,叩诊,视诊,触诊,医学题
嗳气,干活儿,可见,败血症,其它
排除,透光,痛觉,浊度,医学题
疼痛,预防保健科,保健科,预防接种科,医学题
检查,造影,抗原,眼位,医学题
小便,婚检,尿硒,培养,医学题
大便,脉搏,尿色,烟碱,医学题
胃口,家属,牙齿,激素,其它
恶心,个人史,掌握,复查,其它
病史,体位,x线,骨穿,医学题
疼痛,泌尿外科或整形外科,全科,泌尿科,医学题
伴随,恐惧,节奏,嘴唇,其它
症状,体重,痰检,血脂,医学题
胆囊,视力,视力,体位,医学题
嗳气,缝合术,青紫,位置,其它
恶心,灵活,痢疾,股骨,其它
打嗝,对症治疗,肿瘤,干预,其它
症状,T3,性腺,原虫,医学题
腹痛,救护车,骨髓,按摩,其它
反酸,压迫,分娩,阿司匹林,其它
现象,喉镜,氯等,ET,医学题
打嗝,病历,根除,肺门,其它
堵塞,丧失,谨慎,体型,其它
膝盖,受伤,广泛,破裂,其它
缓解,浓度,鼻咽癌,分裂,其它
检查,血氨,尿锰,T3,医学题
大便,内镜,血钙,X光,医学题
便秘,近视,打喷嚏,腕骨,其它
腹痛,密切,手续,检查,其它
大便,体重,胎势,内镜,医学题
劝,肋,手指,迅速,其它
恢复,联合,循环,疾病,其它
腹部,胸部,耳,前臂,医学题
病史,腹穿,生化,涂片,医学题
腹痛,颈部,比例,全面,其它
排便,比例,以及,脉搏,其它
反酸,途径,体型,周期,其它
食管,臀部,血液血管,骨髓,医学题
饮食,积水,后果,阶段,其它
发作,明显,诊断,处方,其它
作息,指甲,肩膀,打喷嚏,其它
规律,登记,恒牙,,其它
大便,尿I,尿量,T4,医学题
治疗,暂无,脉律,腰穿,医学题
彻底,状态,B型超声（B超）,身高/长,其它
导致,结合,隔离,过期妊娠,其它
精神,胸部,脊髓,食道,医学题
打嗝,代替,初产妇,海鲜,其它
乏力,赶紧,恶化,消失,其它
功能,周围血管科,心脑血管内科,骨,医学题
反应,普通外科,炮弹病毒科,儿外科,医学题
大便,视野,VC,血脂,医学题
检查,钼靶,VC,尿硒,医学题
饮食,就诊,顾虑,咀嚼,其它
油腻,监护,咯血,糖尿病,其它
便秘,膀胱,病程,气色,其它
治疗,牙片,水银,脉律,医学题
排便,升,形态,脊髓灰质炎,其它
症状,肝功,抗O,尿钾,医学题
辛辣,分型,自由,胸部,其它
油腻,结膜,阳性,冠心病,其它
食物,强弱,B型,血型,医学题
饥饿,钙,冲服,折磨,其它
大便,查体,肝功,心脏,医学题
表现,离子,ET,腹透,医学题
避免,心脏,堵塞,缩短,其它
显示,烟碱,触觉,诊刮,医学题
消瘦,全面,流泪,着凉,其它
消化,消化外科,小儿胸外科,疼痛科,医学题
必要,血锑,x线,Ｘ线,医学题
充分,采血室,熬夜,达到,其它
检查,痰检,腹穿,尿钾,医学题
便血,脉律,粪钾,药敏,医学题
大便,鼓膜,伪影,垂体,医学题
腹痛,分泌,关节,顺畅,其它
恶心,比例,参考,位于,其它
打嗝,骨盆,拖延,造成,其它
腹泻,幅度,青霉素,显示,其它
腹痛,辅助,全身,伴有,其它
消化,整复外科或成形外科,创伤科,皮肤病科,医学题
转移,听诊,腹穿,暂无,医学题
症状,体位,鼻镜,诊刮,医学题
喘息,败血症,头围,熬夜,其它
恶心,冻僵,部位,分泌,其它
伴有,皮炎,引发,成熟,其它
喘气,暂停,肾,尽快,其它
消化,医疗美容科,神经科,风湿免疫,医学题
复发,憋,阳性,腹泻,其它
迅速,防治,生命体征,继发性,其它
发热,萎缩,冠心病,,其它
显示,彩超,查体,培养,医学题
大便,T4,光镜,眼位,医学题
腹痛,清醒,气味,循环,其它
检查,核磁,婚检,胸片,医学题
腹部,食道,前臂,盆骨,医学题
便秘,白血病,作息,结核病,其它
大便,痛觉,烟碱,彩超,医学题
治疗,脉律,培养,方向,医学题
好转,卒中,分泌,传播,其它
呼吸,口腔综合科,血管外科,感染病科,医学题
痛苦,斑,食物,家庭,其它
食物,内镜,VC,X光,医学题
十二指肠,喉镜,喉镜,眼压,医学题
疼痛,颌面外科,耳鼻喉科或皮肤科,血液病科,医学题
食管,足部,上腹,腹部,医学题
咽部,穿刺,T4,排泄物检验,医学题
明确,达到,干咳,构成,其它
反酸,胎儿,过敏,戒,其它
检查,骨穿,b超,眼位,医学题
症状,心脏,腰穿,鼓膜,医学题
补充,劝,反常,加剧,其它
饮食,项,导致,促进,其它
规律,酶,表现,悲观,其它
反酸,尿路梗阻,腹泻,淋病,其它
恶心,脖子,防治,黏膜,其它
大便,视野,触诊,脉律,医学题
症状,尿K,氯等,肺片,医学题
观察,胎监,x线,叩诊,医学题
抗生素,气味,鼻镜,肾功,医学题
状况,b超,尿I,色诊,医学题
检查,甲功,体位,脉律,医学题
阳性,尿酸,脉搏,血钙,医学题
腹痛,肩部,扭伤,智力,其它
青霉素,胸围,直肠,精子,其它
反酸,肺气肿,肺活量,干燥,其它
便秘,单核细胞,密切,苯丙酮尿症,其它
大便,婚检,强弱,痛觉,医学题
饮食,大便,超敏反应,促进,其它
下降,骨折,耳蜗,瘫痪,其它
刺激,中耳,眼位,血糖,医学题
片,尿色,穿刺,垂体,医学题
大便,血钙,脉搏,病毒,医学题
肛门,智商,排泄物检验,彩超,医学题
反酸,摔倒,不足,白血病,其它
饮食,恶心,熟练,肝,其它
检查,尿砷,眼压,尿量,医学题
着凉,良好,早期,畸形,其它
疼痛,放疗科,耳科,移植免疫科,医学题
空腹,尿铜,尿量,培养,医学题
刺激,肾功,鼻镜,尿锰,医学题
恶心,酒精,分布,敏感,其它
不良,伪影,B型,性腺,医学题
促进,综合征,细菌,相关,其它
便秘,烦躁不安,臭,海鲜,其它
症状,垂体,腹透,龛影,医学题
